url_club,country,year,club_comp,matches,league_alpha3,league
https://www.worldfootball.net/teams/as-monaco/,France,1984,Ligue 1 1983/1984,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,1988,Ligue 1 1987/1988,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,1992,Ligue 1 1991/1992,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,1996,Ligue 1 1995/1996,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,2000,Ligue 1 1999/2000,34,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,2008,Ligue 1 2007/2008,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,2012,Ligue 2 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/as-monaco/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,1960,Vysshaya Liga 1960 Group B,20,SUN,USSR
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,1996,Premier Liga 1996,34,RUS,Russia
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,2004,Premier Liga 2004,30,RUS,Russia
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,2008,Premier Liga 2008,30,RUS,Russia
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,2012,Premier Liga 2011/2012,14,RUS,Russia
https://www.worldfootball.net/teams/lokomotiv-moskva/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,1988,Bundesliga 1987/1988,34,FRG,West Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,1992,Bundesliga 1991/1992,38,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,1996,Bundesliga 1995/1996,34,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,2000,Bundesliga 1999/2000,34,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/bayer-leverkusen/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,1960,Prva Liga 1959/1960,22,YUG,Yugoslavia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,1968,Prva Liga 1967/1968,30,YUG,Yugoslavia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,1976,Prva Liga 1975/1976,34,YUG,Yugoslavia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,1984,Prva Liga 1983/1984,34,YUG,Yugoslavia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,1996,1. HNL 1995/1996,22,HRV,Croatia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,2000,1. HNL 1999/2000,33,HRV,Croatia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,2008,1. HNL 2007/2008,33,HRV,Croatia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,2012,1. HNL 2011/2012,30,HRV,Croatia
https://www.worldfootball.net/teams/dinamo-zagreb/,Croatia,2016,1. HNL 2015/2016,36,HRV,Croatia
https://www.worldfootball.net/teams/shakhtar-donetsk/,Ukraine,1972,Vysshaya Liga 1971,18,SUN,USSR
https://www.worldfootball.net/teams/shakhtar-donetsk/,Ukraine,2004,Premyer Liga 2003/2004,30,UKR,Ukraine
https://www.worldfootball.net/teams/shakhtar-donetsk/,Ukraine,2008,Premyer Liga 2007/2008,30,UKR,Ukraine
https://www.worldfootball.net/teams/shakhtar-donetsk/,Ukraine,2012,Premyer Liga 2011/2012,30,UKR,Ukraine
https://www.worldfootball.net/teams/shakhtar-donetsk/,Ukraine,2016,Premyer Liga 2015/2016,26,UKR,Ukraine
https://www.worldfootball.net/teams/sassuolo-calcio/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,1980,Serie A 1979/1980,30,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,2000,Serie A 1999/2000,34,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,2004,Serie B 2003/2004,46,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/acf-fiorentina/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1964,Serie A 1963/1964,34,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1980,Serie A 1979/1980,30,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1984,Serie A 1983/1984,30,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1988,Serie A 1987/1988,30,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1992,Serie A 1991/1992,34,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,2000,Serie A 1999/2000,34,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,2004,Serie A 2003/2004,34,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,2012,Serie A 2011/2012,38,ITA,Italy
https://www.worldfootball.net/teams/inter/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/real-madrid/,Spain,1964,Primera División 1963/1964,30,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,1980,Primera División 1979/1980,34,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,1984,Primera División 1983/1984,34,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,1988,Primera División 1987/1988,38,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,1996,Primera División 1995/1996,42,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,2000,Primera División 1999/2000,38,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,2004,Primera División 2003/2004,38,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,2008,Primera División 2007/2008,38,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,2012,Primera División 2011/2012,38,ESP,Spain
https://www.worldfootball.net/teams/real-madrid/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/malaga-cf/,Spain,2012,Primera División 2011/2012,38,ESP,Spain
https://www.worldfootball.net/teams/malaga-cf/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/1899-hoffenheim/,Germany,2008,2. Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/1899-hoffenheim/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/juventus/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,1980,Serie A 1979/1980,30,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,1984,Serie A 1983/1984,30,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,1988,Serie A 1987/1988,30,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,1992,Serie A 1991/1992,34,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,2000,Serie A 1999/2000,34,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,2004,Serie A 2003/2004,34,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,2012,Serie A 2011/2012,38,ITA,Italy
https://www.worldfootball.net/teams/juventus/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/arsenal-fc/,England,1988,Premier League 1987/1988,40,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/arsenal-fc/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/slovan-liberec/,Czech Republic,1996,1. fotbalová liga 1995/1996,30,CZE,Czech Republic
https://www.worldfootball.net/teams/slovan-liberec/,Czech Republic,2012,1. fotbalová liga 2011/2012,30,CZE,Czech Republic
https://www.worldfootball.net/teams/slovan-liberec/,Czech Republic,2016,1. fotbalová liga 2015/2016,30,CZE,Czech Republic
https://www.worldfootball.net/teams/viktoria-plzen/,Czech Republic,2012,1. fotbalová liga 2011/2012,30,CZE,Czech Republic
https://www.worldfootball.net/teams/viktoria-plzen/,Czech Republic,2016,1. fotbalová liga 2015/2016,30,CZE,Czech Republic
https://www.worldfootball.net/teams/fenerbahce/,Turkey,1996,SüperLig 1995/1996,34,TUR,Turkey
https://www.worldfootball.net/teams/fenerbahce/,Turkey,2000,SüperLig 1999/2000,34,TUR,Turkey
https://www.worldfootball.net/teams/fenerbahce/,Turkey,2004,SüperLig 2003/2004,34,TUR,Turkey
https://www.worldfootball.net/teams/fenerbahce/,Turkey,2008,SüperLig 2007/2008,34,TUR,Turkey
https://www.worldfootball.net/teams/fenerbahce/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/sheffield-wednesday/,England,1988,Premier League 1987/1988,40,GB-ENG,England
https://www.worldfootball.net/teams/sheffield-wednesday/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/sheffield-wednesday/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/sheffield-wednesday/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/bursaspor/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/hertha-bsc/,Germany,1976,Bundesliga 1975/1976,34,FRG,West Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,1984,2. Bundesliga 1983/1984,38,FRG,West Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,2000,Bundesliga 1999/2000,34,DEU,Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/hertha-bsc/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,1960,NA,NA,CSK,Czechoslovakia
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,1980,NA,NA,CSK,Czechoslovakia
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,1996,1. fotbalová liga 1995/1996,30,CZE,Czech Republic
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,2000,1. fotbalová liga 1999/2000,30,CZE,Czech Republic
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,2004,1. fotbalová liga 2003/2004,30,CZE,Czech Republic
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,2008,1. fotbalová liga 2007/2008,30,CZE,Czech Republic
https://www.worldfootball.net/teams/sparta-praha/,Czech Republic,2016,1. fotbalová liga 2015/2016,30,CZE,Czech Republic
https://www.worldfootball.net/teams/kasimpasa-sk/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/girondins-bordeaux/,France,1984,Ligue 1 1983/1984,38,FRA,France
https://www.worldfootball.net/teams/girondins-bordeaux/,France,1996,Ligue 1 1995/1996,38,FRA,France
https://www.worldfootball.net/teams/girondins-bordeaux/,France,2000,Ligue 1 1999/2000,34,FRA,France
https://www.worldfootball.net/teams/girondins-bordeaux/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/girondins-bordeaux/,France,2012,Ligue 1 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/girondins-bordeaux/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/brighton-hove-albion/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/slavia-praha/,Czech Republic,1976,NA,NA,CSK,Czechoslovakia
https://www.worldfootball.net/teams/slavia-praha/,Czech Republic,1996,1. fotbalová liga 1995/1996,30,CZE,Czech Republic
https://www.worldfootball.net/teams/slavia-praha/,Czech Republic,2000,1. fotbalová liga 1999/2000,30,CZE,Czech Republic
https://www.worldfootball.net/teams/slavia-praha/,Czech Republic,2016,1. fotbalová liga 2015/2016,30,CZE,Czech Republic
https://www.worldfootball.net/teams/southampton-fc/,England,1980,Premier League 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/southampton-fc/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/southampton-fc/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/southampton-fc/,England,2008,Championship 2007/2008,46,GB-ENG,England
https://www.worldfootball.net/teams/southampton-fc/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/burnley-fc/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/stade-rennes/,France,1996,Ligue 1 1995/1996,38,FRA,France
https://www.worldfootball.net/teams/stade-rennes/,France,2000,Ligue 1 1999/2000,34,FRA,France
https://www.worldfootball.net/teams/stade-rennes/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/stade-rennes/,France,2008,Ligue 1 2007/2008,38,FRA,France
https://www.worldfootball.net/teams/stade-rennes/,France,2012,Ligue 1 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/stade-rennes/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/crystal-palace/,England,1980,Premier League 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/crystal-palace/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/crystal-palace/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/crystal-palace/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/paris-saint-germain/,France,1984,Ligue 1 1983/1984,38,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,1992,Ligue 1 1991/1992,38,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,1996,Ligue 1 1995/1996,38,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,2000,Ligue 1 1999/2000,34,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,2012,Ligue 1 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/paris-saint-germain/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/olympique-lyon/,France,1992,Ligue 1 1991/1992,38,FRA,France
https://www.worldfootball.net/teams/olympique-lyon/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/olympique-lyon/,France,2008,Ligue 1 2007/2008,38,FRA,France
https://www.worldfootball.net/teams/olympique-lyon/,France,2012,Ligue 1 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/olympique-lyon/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/sevilla-fc/,Spain,1984,Primera División 1983/1984,34,ESP,Spain
https://www.worldfootball.net/teams/sevilla-fc/,Spain,1996,Primera División 1995/1996,42,ESP,Spain
https://www.worldfootball.net/teams/sevilla-fc/,Spain,2000,Primera División 1999/2000,38,ESP,Spain
https://www.worldfootball.net/teams/sevilla-fc/,Spain,2008,Primera División 2007/2008,38,ESP,Spain
https://www.worldfootball.net/teams/sevilla-fc/,Spain,2012,Primera División 2011/2012,38,ESP,Spain
https://www.worldfootball.net/teams/sevilla-fc/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/west-ham-united/,England,1968,Premier League 1967/1968,42,GB-ENG,England
https://www.worldfootball.net/teams/west-ham-united/,England,1980,Championship 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/west-ham-united/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/west-ham-united/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/west-ham-united/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/west-ham-united/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,1988,Premier League 1987/1988,40,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/newcastle-united/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/uanl-tigres/,Mexico,2016,Primera División 2015/2016 Apertura,17,MEX,Mexico
https://www.worldfootball.net/teams/valencia-cf/,Spain,1976,Primera División 1975/1976,34,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,1980,Primera División 1979/1980,34,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,1984,Primera División 1983/1984,34,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,1996,Primera División 1995/1996,42,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,2000,Primera División 1999/2000,38,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,2004,Primera División 2003/2004,38,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,2008,Primera División 2007/2008,38,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,2012,Primera División 2011/2012,38,ESP,Spain
https://www.worldfootball.net/teams/valencia-cf/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/vfl-wolfsburg/,Germany,2000,Bundesliga 1999/2000,34,DEU,Germany
https://www.worldfootball.net/teams/vfl-wolfsburg/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/vfl-wolfsburg/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/vfl-wolfsburg/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/vfl-wolfsburg/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/galatasaray/,Turkey,1996,SüperLig 1995/1996,34,TUR,Turkey
https://www.worldfootball.net/teams/galatasaray/,Turkey,2000,SüperLig 1999/2000,34,TUR,Turkey
https://www.worldfootball.net/teams/galatasaray/,Turkey,2008,SüperLig 2007/2008,34,TUR,Turkey
https://www.worldfootball.net/teams/galatasaray/,Turkey,2012,SüperLig 2011/2012,34,TUR,Turkey
https://www.worldfootball.net/teams/galatasaray/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,1980,Bundesliga 1979/1980,34,FRG,West Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,1988,Bundesliga 1987/1988,34,FRG,West Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,1992,Bundesliga 1991/1992,38,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,1996,Bundesliga 1995/1996,34,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,2000,Bundesliga 1999/2000,34,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/borussia-dortmund/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/ferencvarosi-tc/,Hungary,1964,NA,2,HUN,Hungary
https://www.worldfootball.net/teams/ferencvarosi-tc/,Hungary,1972,NA,9,HUN,Hungary
https://www.worldfootball.net/teams/ferencvarosi-tc/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/szombathelyi-haladas/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/mtk-budapest/,Hungary,1964,NA,11,HUN,Hungary
https://www.worldfootball.net/teams/mtk-budapest/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/puskas-fc/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/wisla-krakow/,Poland,2008,Ekstraklasa 2007/2008,30,POL,Poland
https://www.worldfootball.net/teams/wisla-krakow/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/fehervar-fc/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/lech-poznan/,Poland,2008,Ekstraklasa 2007/2008,30,POL,Poland
https://www.worldfootball.net/teams/lech-poznan/,Poland,2012,Ekstraklasa 2011/2012,30,POL,Poland
https://www.worldfootball.net/teams/lech-poznan/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/debreceni-vsc/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/diosgyoeri-vtk/,Hungary,2016,NB I 2015/2016,33,HUN,Hungary
https://www.worldfootball.net/teams/1-fc-nuernberg/,Germany,1988,Bundesliga 1987/1988,34,FRG,West Germany
https://www.worldfootball.net/teams/1-fc-nuernberg/,Germany,1992,Bundesliga 1991/1992,38,DEU,Germany
https://www.worldfootball.net/teams/1-fc-nuernberg/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-nuernberg/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-nuernberg/,Germany,2016,2. Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/al-gharafa/,Qatar,2016,Qatar Stars League 2015/2016,26,QAT,Qatar
https://www.worldfootball.net/teams/legia-warszawa/,Poland,2008,Ekstraklasa 2007/2008,30,POL,Poland
https://www.worldfootball.net/teams/legia-warszawa/,Poland,2012,Ekstraklasa 2011/2012,30,POL,Poland
https://www.worldfootball.net/teams/legia-warszawa/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/slovan-bratislava/,Slovakia,1960,NA,NA,CSK,Czechoslovakia
https://www.worldfootball.net/teams/slovan-bratislava/,Slovakia,1976,NA,2,CSK,Czechoslovakia
https://www.worldfootball.net/teams/slovan-bratislava/,Slovakia,1980,NA,NA,CSK,Czechoslovakia
https://www.worldfootball.net/teams/slovan-bratislava/,Slovakia,2016,Super Liga 2015/2016,33,SVK,Slovakia
https://www.worldfootball.net/teams/hannover-96/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/hannover-96/,Germany,2008,Bundesliga 2007/2008,34,DEU,Germany
https://www.worldfootball.net/teams/hannover-96/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/hannover-96/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/fk-bodoe-glimt/,Norway,2016,Eliteserien 2016,30,NOR,Norway
https://www.worldfootball.net/teams/sandefjord-fotball/,Norway,2016,1. Divisjon 2016,30,NOR,Norway
https://www.worldfootball.net/teams/hammarby-if/,Sweden,2004,Allsvenskan 2004,26,SWE,Sweden
https://www.worldfootball.net/teams/hammarby-if/,Sweden,2008,Allsvenskan 2008,30,SWE,Sweden
https://www.worldfootball.net/teams/hammarby-if/,Sweden,2016,Allsvenskan 2016,30,SWE,Sweden
https://www.worldfootball.net/teams/malmoe-ff/,Sweden,1992,Allsvenskan 1992,18,SWE,Sweden
https://www.worldfootball.net/teams/malmoe-ff/,Sweden,2008,Allsvenskan 2008,30,SWE,Sweden
https://www.worldfootball.net/teams/malmoe-ff/,Sweden,2016,Allsvenskan 2016,30,SWE,Sweden
https://www.worldfootball.net/teams/aik-solna/,Sweden,2000,Allsvenskan 2000,26,SWE,Sweden
https://www.worldfootball.net/teams/aik-solna/,Sweden,2016,Allsvenskan 2016,30,SWE,Sweden
https://www.worldfootball.net/teams/jong-psv/,Netherlands,2016,Eerste Divisie 2015/2016,36,NLD,Netherlands
https://www.worldfootball.net/teams/sporting-lokeren/,Belgium,1980,Eerste klasse A 1979/1980,34,BEL,Belgium
https://www.worldfootball.net/teams/sporting-lokeren/,Belgium,1984,Eerste klasse A 1983/1984,34,BEL,Belgium
https://www.worldfootball.net/teams/sporting-lokeren/,Belgium,2000,Eerste klasse A 1999/2000,34,BEL,Belgium
https://www.worldfootball.net/teams/sporting-lokeren/,Belgium,2016,Eerste klasse A 2015/2016,30,BEL,Belgium
https://www.worldfootball.net/teams/bristol-city/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/fk-krasnodar/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/odense-bk/,Denmark,1992,Superliga 1991/1992,18,DNK,Denmark
https://www.worldfootball.net/teams/odense-bk/,Denmark,1996,Superliga 1995/1996,33,DNK,Denmark
https://www.worldfootball.net/teams/odense-bk/,Denmark,2016,Superliga 2015/2016,33,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,1964,NA,NA,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,1984,NA,2,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,1988,NA,4,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,1992,Superliga 1991/1992,18,DNK,Denmark
