url_club,country,year,club_comp,matches,league_alpha3,league
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,1996,Superliga 1995/1996,33,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,2000,Superliga 1999/2000,33,DNK,Denmark
https://www.worldfootball.net/teams/aarhus-gf/,Denmark,2016,Superliga 2015/2016,33,DNK,Denmark
https://www.worldfootball.net/teams/charlton-athletic/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/charlton-athletic/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/cardiff-city/,Wales,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/udinese-calcio/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/udinese-calcio/,Italy,2000,Serie A 1999/2000,34,ITA,Italy
https://www.worldfootball.net/teams/udinese-calcio/,Italy,2004,Serie A 2003/2004,34,ITA,Italy
https://www.worldfootball.net/teams/udinese-calcio/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/udinese-calcio/,Italy,2012,Serie A 2011/2012,38,ITA,Italy
https://www.worldfootball.net/teams/udinese-calcio/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/swansea-city/,Wales,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/swansea-city/,Wales,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/gif-sundsvall/,Sweden,2016,Allsvenskan 2016,30,SWE,Sweden
https://www.worldfootball.net/teams/rapid-wien/,Austria,1996,Bundesliga 1995/1996,36,AUT,Austria
https://www.worldfootball.net/teams/rapid-wien/,Austria,2000,Bundesliga 1999/2000,35,AUT,Austria
https://www.worldfootball.net/teams/rapid-wien/,Austria,2008,Bundesliga 2007/2008,36,AUT,Austria
https://www.worldfootball.net/teams/rapid-wien/,Austria,2016,Bundesliga 2015/2016,36,AUT,Austria
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,1980,Bundesliga 1979/1980,34,FRG,West Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,1984,Bundesliga 1983/1984,34,FRG,West Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,1988,Bundesliga 1987/1988,34,FRG,West Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,1996,Bundesliga 1995/1996,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,2000,Bundesliga 1999/2000,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,2004,Bundesliga 2003/2004,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,2012,Bundesliga 2011/2012,34,DEU,Germany
https://www.worldfootball.net/teams/1-fc-kaiserslautern/,Germany,2016,2. Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/fc-augsburg/,Germany,2016,Bundesliga 2015/2016,34,DEU,Germany
https://www.worldfootball.net/teams/molde-fk/,Norway,2000,Eliteserien 2000,26,NOR,Norway
https://www.worldfootball.net/teams/molde-fk/,Norway,2016,Eliteserien 2016,30,NOR,Norway
https://www.worldfootball.net/teams/norwich-city/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/derby-county/,England,1988,Premier League 1987/1988,40,GB-ENG,England
https://www.worldfootball.net/teams/derby-county/,England,1996,Championship 1995/1996,46,GB-ENG,England
https://www.worldfootball.net/teams/derby-county/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/derby-county/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/derby-county/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/aston-villa/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/blackburn-rovers/,England,1968,Championship 1967/1968,42,GB-ENG,England
https://www.worldfootball.net/teams/blackburn-rovers/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/blackburn-rovers/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/blackburn-rovers/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/blackburn-rovers/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/sunderland-afc/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/sunderland-afc/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/sunderland-afc/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/hull-city/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/reading-fc/,England,1996,Championship 1995/1996,46,GB-ENG,England
https://www.worldfootball.net/teams/reading-fc/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/reading-fc/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/los-angeles-galaxy/,USA,2012,Major League Soccer 2012,34,USA,USA
https://www.worldfootball.net/teams/los-angeles-galaxy/,USA,2016,Major League Soccer 2016,34,USA,USA
https://www.worldfootball.net/teams/west-bromwich-albion/,England,2004,Championship 2003/2004,46,GB-ENG,England
https://www.worldfootball.net/teams/west-bromwich-albion/,England,2012,Premier League 2011/2012,38,GB-ENG,England
https://www.worldfootball.net/teams/west-bromwich-albion/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/ipswich-town/,England,1980,Premier League 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/ipswich-town/,England,1996,Championship 1995/1996,46,GB-ENG,England
https://www.worldfootball.net/teams/ipswich-town/,England,2000,Championship 1999/2000,46,GB-ENG,England
https://www.worldfootball.net/teams/ipswich-town/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/ac-milan/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,1980,Serie A 1979/1980,30,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,1988,Serie A 1987/1988,30,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,1992,Serie A 1991/1992,34,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,2000,Serie A 1999/2000,34,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,2004,Serie A 2003/2004,34,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,2012,Serie A 2011/2012,38,ITA,Italy
https://www.worldfootball.net/teams/ac-milan/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/notts-county/,England,2016,League Two 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/st-johnstone-fc/,Scotland,2016,Premiership 2015/2016,33,GB-SCT,Scotland
https://www.worldfootball.net/teams/hamilton-academical/,Scotland,2016,Premiership 2015/2016,33,GB-SCT,Scotland
https://www.worldfootball.net/teams/millwall-fc/,England,1988,Championship 1987/1988,44,GB-ENG,England
https://www.worldfootball.net/teams/millwall-fc/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/millwall-fc/,England,2016,League One 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/milton-keynes-dons/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/milton-keynes-dons/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/melbourne-city-fc/,Australia,2016,A-League 2015/2016,27,AUS,Australia
https://www.worldfootball.net/teams/doncaster-rovers/,England,2016,League One 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/fleetwood-town/,England,2016,League One 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,1968,Premier League 1967/1968,42,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,1980,Premier League 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,1988,Championship 1987/1988,44,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,2000,Premier League 1999/2000,38,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,2004,Premier League 2003/2004,38,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/leeds-united/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/wigan-athletic/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/wigan-athletic/,England,2016,League One 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/birmingham-city/,England,2000,Championship 1999/2000,46,GB-ENG,England
https://www.worldfootball.net/teams/birmingham-city/,England,2008,Premier League 2007/2008,38,GB-ENG,England
https://www.worldfootball.net/teams/birmingham-city/,England,2012,Championship 2011/2012,46,GB-ENG,England
https://www.worldfootball.net/teams/birmingham-city/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/kilmarnock-fc/,Scotland,2016,Premiership 2015/2016,33,GB-SCT,Scotland
https://www.worldfootball.net/teams/aberdeen-fc/,Scotland,1992,Premiership 1991/1992,44,GB-SCT,Scotland
https://www.worldfootball.net/teams/aberdeen-fc/,Scotland,1996,Premiership 1995/1996,36,GB-SCT,Scotland
https://www.worldfootball.net/teams/aberdeen-fc/,Scotland,2016,Premiership 2015/2016,33,GB-SCT,Scotland
https://www.worldfootball.net/teams/nottingham-forest/,England,1980,Premier League 1979/1980,42,GB-ENG,England
https://www.worldfootball.net/teams/nottingham-forest/,England,1988,Premier League 1987/1988,40,GB-ENG,England
https://www.worldfootball.net/teams/nottingham-forest/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/nottingham-forest/,England,1996,Premier League 1995/1996,38,GB-ENG,England
https://www.worldfootball.net/teams/nottingham-forest/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/queens-park-rangers/,England,1992,Premier League 1991/1992,42,GB-ENG,England
https://www.worldfootball.net/teams/queens-park-rangers/,England,2016,Championship 2015/2016,46,GB-ENG,England
https://www.worldfootball.net/teams/afc-bournemouth/,England,1988,Championship 1987/1988,44,GB-ENG,England
https://www.worldfootball.net/teams/afc-bournemouth/,England,2016,Premier League 2015/2016,38,GB-ENG,England
https://www.worldfootball.net/teams/palermo-fc/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/palermo-fc/,Italy,2012,Serie A 2011/2012,38,ITA,Italy
https://www.worldfootball.net/teams/palermo-fc/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,1980,Serie A 1979/1980,30,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,1988,Serie A 1987/1988,30,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,2012,Serie B 2011/2012,42,ITA,Italy
https://www.worldfootball.net/teams/torino-fc/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/cagliari-calcio/,Italy,1968,Serie A 1967/1968,30,ITA,Italy
https://www.worldfootball.net/teams/cagliari-calcio/,Italy,2004,Serie B 2003/2004,46,ITA,Italy
https://www.worldfootball.net/teams/cagliari-calcio/,Italy,2016,Serie B 2015/2016,42,ITA,Italy
https://www.worldfootball.net/teams/lechia-gdansk/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/ks-cracovia/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/zaglebie-lubin/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/empoli-fc/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1976,Eredivisie 1975/1976,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1980,Eredivisie 1979/1980,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1984,Eredivisie 1983/1984,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1988,Eredivisie 1987/1988,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1992,Eredivisie 1991/1992,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,1996,Eredivisie 1995/1996,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,2000,Eredivisie 1999/2000,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,2004,Eredivisie 2003/2004,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,2008,Eredivisie 2007/2008,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,2012,Eredivisie 2011/2012,34,NLD,Netherlands
https://www.worldfootball.net/teams/afc-ajax/,Netherlands,2016,Eredivisie 2015/2016,34,NLD,Netherlands
https://www.worldfootball.net/teams/ruch-chorzow/,Poland,2016,Ekstraklasa 2015/2016,30,POL,Poland
https://www.worldfootball.net/teams/sporting-cp/,Portugal,1984,Primeira Liga 1983/1984,30,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,1996,Primeira Liga 1995/1996,34,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,2000,Primeira Liga 1999/2000,34,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,2004,Primeira Liga 2003/2004,34,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,2008,Primeira Liga 2007/2008,30,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,2012,Primeira Liga 2011/2012,30,PRT,Portugal
https://www.worldfootball.net/teams/sporting-cp/,Portugal,2016,Primeira Liga 2015/2016,34,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,1984,Primeira Liga 1983/1984,30,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,1992,Primeira Liga 1991/1992,34,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,1996,Primeira Liga 1995/1996,34,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,2000,Primeira Liga 1999/2000,34,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,2004,Primeira Liga 2003/2004,34,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,2008,Primeira Liga 2007/2008,30,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,2012,Primeira Liga 2011/2012,30,PRT,Portugal
https://www.worldfootball.net/teams/sl-benfica/,Portugal,2016,Primeira Liga 2015/2016,34,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,1984,Primeira Liga 1983/1984,30,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,1996,Primeira Liga 1995/1996,34,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,2000,Primeira Liga 1999/2000,34,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,2004,Primeira Liga 2003/2004,34,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,2008,Primeira Liga 2007/2008,30,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,2012,Primeira Liga 2011/2012,30,PRT,Portugal
https://www.worldfootball.net/teams/fc-porto/,Portugal,2016,Primeira Liga 2015/2016,34,PRT,Portugal
https://www.worldfootball.net/teams/lille-osc/,France,2004,Ligue 1 2003/2004,38,FRA,France
https://www.worldfootball.net/teams/lille-osc/,France,2008,Ligue 1 2007/2008,38,FRA,France
https://www.worldfootball.net/teams/lille-osc/,France,2012,Ligue 1 2011/2012,38,FRA,France
https://www.worldfootball.net/teams/lille-osc/,France,2016,Ligue 1 2015/2016,38,FRA,France
https://www.worldfootball.net/teams/sporting-braga/,Portugal,1996,Primeira Liga 1995/1996,34,PRT,Portugal
https://www.worldfootball.net/teams/sporting-braga/,Portugal,2000,Primeira Liga 1999/2000,34,PRT,Portugal
https://www.worldfootball.net/teams/sporting-braga/,Portugal,2008,Primeira Liga 2007/2008,30,PRT,Portugal
https://www.worldfootball.net/teams/sporting-braga/,Portugal,2012,Primeira Liga 2011/2012,30,PRT,Portugal
https://www.worldfootball.net/teams/sporting-braga/,Portugal,2016,Primeira Liga 2015/2016,34,PRT,Portugal
https://www.worldfootball.net/teams/besiktas/,Turkey,1996,SüperLig 1995/1996,34,TUR,Turkey
https://www.worldfootball.net/teams/besiktas/,Turkey,2000,SüperLig 1999/2000,34,TUR,Turkey
https://www.worldfootball.net/teams/besiktas/,Turkey,2008,SüperLig 2007/2008,34,TUR,Turkey
https://www.worldfootball.net/teams/besiktas/,Turkey,2012,SüperLig 2011/2012,34,TUR,Turkey
https://www.worldfootball.net/teams/besiktas/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/astra-giurgiu/,Romania,2016,Liga 1 2015/2016,26,ROU,Romania
https://www.worldfootball.net/teams/al-sailiya/,Qatar,2016,Qatar Stars League 2015/2016,26,QAT,Qatar
https://www.worldfootball.net/teams/pfc-ludogorets-razgrad/,Bulgaria,2016,Parva Liga 2015/2016,36,BGR,Bulgaria
https://www.worldfootball.net/teams/rayo-vallecano/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/pandurii-targu-jiu/,Romania,2016,Liga 1 2015/2016,26,ROU,Romania
https://www.worldfootball.net/teams/fcsb/,Romania,1984,Liga 1 1983/1984,34,ROU,Romania
https://www.worldfootball.net/teams/fcsb/,Romania,1996,Liga 1 1995/1996,34,ROU,Romania
https://www.worldfootball.net/teams/fcsb/,Romania,2000,Liga 1 1999/2000,34,ROU,Romania
https://www.worldfootball.net/teams/fcsb/,Romania,2008,Liga 1 2007/2008,34,ROU,Romania
https://www.worldfootball.net/teams/fcsb/,Romania,2016,Liga 1 2015/2016,26,ROU,Romania
https://www.worldfootball.net/teams/dinamo-bucuresti/,Romania,1984,Liga 1 1983/1984,34,ROU,Romania
https://www.worldfootball.net/teams/dinamo-bucuresti/,Romania,1996,Liga 1 1995/1996,34,ROU,Romania
https://www.worldfootball.net/teams/dinamo-bucuresti/,Romania,2000,Liga 1 1999/2000,34,ROU,Romania
https://www.worldfootball.net/teams/dinamo-bucuresti/,Romania,2008,Liga 1 2007/2008,34,ROU,Romania
https://www.worldfootball.net/teams/dinamo-bucuresti/,Romania,2016,Liga 1 2015/2016,26,ROU,Romania
https://www.worldfootball.net/teams/hapoel-beer-sheva/,Israel,2016,Ligat ha'Al 2015/2016,26,ISR,Israel
https://www.worldfootball.net/teams/al-ittihad_2/,Saudi Arabia,2016,Premier League 2015/2016,26,SAU,Saudi Arabia
https://www.worldfootball.net/teams/ankaraspor/,Turkey,2008,SüperLig 2007/2008,34,TUR,Turkey
https://www.worldfootball.net/teams/ankaraspor/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/cordoba-cf/,Spain,2016,Segunda División 2015/2016,42,ESP,Spain
https://www.worldfootball.net/teams/genclerbirligi/,Turkey,1996,SüperLig 1995/1996,34,TUR,Turkey
https://www.worldfootball.net/teams/genclerbirligi/,Turkey,2016,SüperLig 2015/2016,34,TUR,Turkey
https://www.worldfootball.net/teams/cska-moskva/,Russia,1964,Vysshaya Liga 1964,32,SUN,USSR
https://www.worldfootball.net/teams/cska-moskva/,Russia,1968,Vysshaya Liga 1968,38,SUN,USSR
https://www.worldfootball.net/teams/cska-moskva/,Russia,1972,Vysshaya Liga 1972,30,SUN,USSR
https://www.worldfootball.net/teams/cska-moskva/,Russia,1992,Premier Liga 1992 Gruppe A,18,RUS,Russia
https://www.worldfootball.net/teams/cska-moskva/,Russia,1996,Premier Liga 1996,34,RUS,Russia
https://www.worldfootball.net/teams/cska-moskva/,Russia,2004,Premier Liga 2004,30,RUS,Russia
https://www.worldfootball.net/teams/cska-moskva/,Russia,2008,Premier Liga 2008,30,RUS,Russia
https://www.worldfootball.net/teams/cska-moskva/,Russia,2012,Premier Liga 2011/2012,15,RUS,Russia
https://www.worldfootball.net/teams/cska-moskva/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1960,Vysshaya Liga 1960 Group B,20,SUN,USSR
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1964,Vysshaya Liga 1964,32,SUN,USSR
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1968,Vysshaya Liga 1968,38,SUN,USSR
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1988,Vysshaya Liga 1988,30,SUN,USSR
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1992,Premier Liga 1992 Gruppe B,18,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,1996,Premier Liga 1996,34,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,2004,Premier Liga 2004,30,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,2008,Premier Liga 2008,30,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,2012,Premier Liga 2011/2012,14,RUS,Russia
https://www.worldfootball.net/teams/spartak-moskva/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/akhmat-grozny/,Russia,2012,Premier Liga 2011/2012,14,RUS,Russia
https://www.worldfootball.net/teams/akhmat-grozny/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1960,Vysshaya Liga 1960 Group A,20,SUN,USSR
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1964,Vysshaya Liga 1964,32,SUN,USSR
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1968,Vysshaya Liga 1968,38,SUN,USSR
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1972,Vysshaya Liga 1972,30,SUN,USSR
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1992,Premier Liga 1992 Gruppe A,18,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,1996,Premier Liga 1996,34,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,2004,Premier Liga 2004,30,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,2008,Premier Liga 2008,30,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,2012,Premier Liga 2011/2012,14,RUS,Russia
https://www.worldfootball.net/teams/dinamo-moskva/,Russia,2016,Premier Liga 2015/2016,30,RUS,Russia
https://www.worldfootball.net/teams/sampdoria/,Italy,1988,Serie A 1987/1988,30,ITA,Italy
https://www.worldfootball.net/teams/sampdoria/,Italy,1996,Serie A 1995/1996,34,ITA,Italy
https://www.worldfootball.net/teams/sampdoria/,Italy,2008,Serie A 2007/2008,38,ITA,Italy
https://www.worldfootball.net/teams/sampdoria/,Italy,2016,Serie A 2015/2016,38,ITA,Italy
https://www.worldfootball.net/teams/fk-jablonec/,Czech Republic,2012,1. fotbalová liga 2011/2012,30,CZE,Czech Republic
https://www.worldfootball.net/teams/fk-jablonec/,Czech Republic,2016,1. fotbalová liga 2015/2016,30,CZE,Czech Republic
https://www.worldfootball.net/teams/msk-zilina/,Slovakia,2016,Super Liga 2015/2016,33,SVK,Slovakia
https://www.worldfootball.net/teams/willem-ii/,Netherlands,2000,Eredivisie 1999/2000,34,NLD,Netherlands
https://www.worldfootball.net/teams/willem-ii/,Netherlands,2016,Eredivisie 2015/2016,34,NLD,Netherlands
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,1964,Primera División 1963/1964,30,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,1980,Primera División 1979/1980,34,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,1984,Primera División 1983/1984,34,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,1988,Primera División 1987/1988,38,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,1996,Primera División 1995/1996,42,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,2000,Primera División 1999/2000,38,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,2004,Primera División 2003/2004,38,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,2012,Primera División 2011/2012,38,ESP,Spain
https://www.worldfootball.net/teams/athletic-bilbao/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/villarreal-cf/,Spain,1996,Segunda División 1995/1996,38,ESP,Spain
https://www.worldfootball.net/teams/villarreal-cf/,Spain,2008,Primera División 2007/2008,38,ESP,Spain
https://www.worldfootball.net/teams/villarreal-cf/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/celta-vigo/,Spain,2000,Primera División 1999/2000,38,ESP,Spain
https://www.worldfootball.net/teams/celta-vigo/,Spain,2004,Primera División 2003/2004,38,ESP,Spain
https://www.worldfootball.net/teams/celta-vigo/,Spain,2016,Primera División 2015/2016,38,ESP,Spain
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,1992,NA,NA,DNK,Denmark
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,1996,Superliga 1995/1996,33,DNK,Denmark
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,2004,Superliga 2003/2004,33,DNK,Denmark
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,2008,Superliga 2007/2008,33,DNK,Denmark
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,2012,Superliga 2011/2012,33,DNK,Denmark
https://www.worldfootball.net/teams/fc-koebenhavn/,Denmark,2016,Superliga 2015/2016,33,DNK,Denmark
https://www.worldfootball.net/teams/celtic-fc/,Scotland,1988,Premiership 1987/1988,44,GB-SCT,Scotland
https://www.worldfootball.net/teams/celtic-fc/,Scotland,1992,Premiership 1991/1992,44,GB-SCT,Scotland
https://www.worldfootball.net/teams/celtic-fc/,Scotland,1996,Premiership 1995/1996,36,GB-SCT,Scotland
