url_club,club_league2021,url_club_stadium,club_stadium_coord,club_stadium_lat,club_stadium_lbg
/wiki/Sporting_CP,Primeira Liga,/wiki/Est%C3%A1dio_Jos%C3%A9_Alvalade,38°45′40.30″N 9°9′38.82″W,38.76119444444444,-9.160783333333333
/wiki/FC_Porto,Primeira Liga,/wiki/Est%C3%A1dio_do_Drag%C3%A3o,41°09′42″N 8°35′02″W,41.16166666666666,-8.58388888888889
/wiki/Vit%C3%B3ria_F.C.,Campeonato de Portugal,/wiki/Est%C3%A1dio_do_Bonfim,38°31′52″N 8°53′28″W,38.53111111111111,-8.89111111111111
/wiki/Portimonense_S.C.,Primeira Liga,/wiki/Est%C3%A1dio_Municipal_de_Portim%C3%A3o,37°08′8.50″N 8°32′23.40″W,37.13569444444445,-8.539833333333334
/wiki/FC_Universitatea_Craiova,Liga I,/wiki/Stadionul_Ion_Oblemenco,44°18′50″N 23°47′03″E,44.31388888888888,23.784166666666668
/wiki/FC_Dinamo_Bucure%C8%99ti,Liga I,/wiki/Stadionul_Dinamo,44°27′18.30″N 26°6′08.80″E,44.455083333333334,26.102444444444444
/wiki/FC_Sportul_Studen%C8%9Besc_Bucure%C8%99ti,not active,/w/index.php?title=Stadionul_Agronomia&action=edit&redlink=1,NA,NA,NA
/wiki/FC_Corvinul_Hunedoara,NA,/wiki/Stadionul_Michael_Klein,45°45′41.9″N 22°54′46.7″E,45.76163888888889,22.91297222222222
/wiki/ASA_T%C3%A2rgu_Mure%C8%99_(1962),NA,/wiki/Stadionul_Ladislau_B%C3%B6l%C3%B6ni,NA,NA,NA
/wiki/FC_Bihor,NA,/wiki/Stadionul_Iuliu_Bodola,47°4′19″N 21°55′48″E,47.07194444444445,21.93
/wiki/FC_Steaua_Bucure%C8%99ti,Liga III,/wiki/Complexul_Sportiv_Steaua,44°24′46.9″N 26°02′34.9″E,44.41302777777778,26.04302777777778
/wiki/Wiener_Sport-Club,Austrian Regional League East,/wiki/Sportklub_Stadium,48°13′34″N 16°18′39″E,48.226111111111116,16.310833333333335
/wiki/Lyngby_Boldklub,Danish Superliga,/wiki/Lyngby_Stadion,55°46′53″N 12°30′20″E,55.78138888888889,12.505555555555556
/wiki/Hellas_Verona_F.C.,Serie A,/wiki/Stadio_Marc%27Antonio_Bentegodi,45°26′7.28″N 10°58′7.13″E,45.43535555555555,10.968647222222222
/wiki/Br%C3%B8ndby_IF,Superliga,/wiki/Br%C3%B8ndby_Stadium,55°38′55.82″N 12°25′06.66″E,55.64883888888889,12.418516666666665
/wiki/Servette_FC,Swiss Super League,/wiki/Stade_de_Gen%C3%A8ve,46°10′40.25″N 6°7′38.75″E,46.17784722222222,6.127430555555555
/wiki/U.C._Sampdoria,Serie A,/wiki/Stadio_Luigi_Ferraris,44°24′59.15″N 8°57′8.74″E,44.41643055555556,8.952427777777777
/wiki/A.C._Cesena,Serie C,/wiki/Stadio_Dino_Manuzzi,44°8′26″N 12°15′43″E,44.14055555555556,12.261944444444444
/wiki/Athletic_Bilb%C3%A1o,La Liga,/wiki/San_Mam%C3%A9s_Stadium_(2013),43°15′51″N 2°57′01″W,43.26416666666667,-2.950277777777778
/wiki/KFC_Uerdingen_05,3. Liga,/wiki/Grotenburg-Stadion,51°20′20″N 6°36′13″E,51.33888888888889,6.60361111111111
/wiki/1._FC_N%C3%BCrnberg,2. Bundesliga,/wiki/Max-Morlock-Stadion,49°25′34″N 11°7′33″E,49.42611111111111,11.125833333333334
/wiki/Bayer_04_Leverkusen,Bundesliga,/wiki/BayArena,51°2′17.72″N 7°0′7.94″E,51.03825555555555,7.002205555555555
/wiki/Derby_County_F.C.,Championship,/wiki/Pride_Park_Stadium,52°54′54″N 1°26′50″W,52.915,-1.4472222222222222
/wiki/Arsenal_F.C.,Premier League,/wiki/Emirates_Stadium,51°33′24″N 0°6′22″W,51.556666666666665,-0.10611111111111111
/wiki/Rangers_F.C.,Scottish Premiership,/wiki/Ibrox_Stadium,55°51′11.54″N 4°18′33.33″W,55.853205555555554,-4.309258333333333
/wiki/Chelsea_F.C.,Premier League,/wiki/Stamford_Bridge_(stadium),51°28′54″N 0°11′28″W,51.48166666666667,-0.1911111111111111
/wiki/KV_Mechelen,Belgian First Division A,/wiki/AFAS-stadion_Achter_de_Kazerne,51°02′14″N 4°29′11″E,51.03722222222222,4.4863888888888885
/wiki/Fortuna_Sittard,Eredivisie,/wiki/Fortuna_Sittard_Stadion,50°59′31″N 5°50′37″E,50.99194444444444,5.843611111111111
/wiki/FC_Den_Bosch,Eerste Divisie,/wiki/De_Vliert,51°42′06″N 5°19′47″E,51.70166666666667,5.329722222222222
/wiki/Celtic_F.C.,Scottish Premiership,/wiki/Celtic_Park,55°50′58.96″N 4°12′20.12″W,55.84971111111111,-4.205588888888889
/wiki/Sheffield_Wednesday_F.C.,Championship,/wiki/Hillsborough_Stadium,53°24′41″N 1°30′2″W,53.41138888888889,-1.5005555555555556
/wiki/Millwall_F.C.,Championship,/wiki/The_Den,51°29′9.43″N 0°3′3.42″W,51.485952777777776,-0.05095
/wiki/Walsall_F.C.,League Two,/wiki/Bescot_Stadium,52°33′56″N 1°59′27″W,52.565555555555555,-1.9908333333333335
/wiki/A.F.C._Bournemouth,Championship,/wiki/Dean_Court,50°44′07″N 1°50′18″W,50.73527777777778,-1.8383333333333334
/wiki/Newcastle_United_F.C.,Premier League,/wiki/St_James%27_Park,54°58′32″N 1°37′18″W,54.97555555555556,-1.6216666666666666
/wiki/FC_Dnipro_Dnipropetrovsk,Ukrainian Amateur League,/wiki/Dnipro-Arena,48°27′37.2″N 35°1′56.9″E,48.46033333333334,35.03247222222222
/wiki/FK_%C5%BDalgiris_Vilnius,A Lyga,/wiki/LFF_Stadium,54°40′07″N 25°17′40″E,54.66861111111111,25.294444444444448
/wiki/FC_Zenit_St._Petersburg,Russian Premier League,/wiki/Krestovsky_Stadium,59°58′23″N 30°13′14″E,59.973055555555554,30.220555555555553
/wiki/Trabzonspor,Süper Lig,/wiki/%C5%9Eenol_G%C3%BCne%C5%9F_Stadium,40°59′56.8″N 39°38′45.4″E,40.99911111111111,39.645944444444446
/wiki/Vejle_BK,Danish Superliga,/wiki/Vejle_Stadium,55°42′49.73″N 9°33′25.78″E,55.71381388888889,9.557161111111112
/wiki/Odense_BK,Danish Superliga,/wiki/Odense_Stadium,55°23′52″N 10°21′00″E,55.397777777777776,10.35
/wiki/Boldklubben_1903,Denmark Series,/wiki/Gentofte_Sportspark,55°45′29″N 12°31′38″E,55.75805555555556,12.527222222222223
/wiki/Silkeborg_IF,1st Division,/wiki/JYSK_Park,56°11′03″N 9°34′32″E,56.18416666666666,9.575555555555555
/wiki/F.C._Bari_1908,Serie C Group C,/wiki/Stadio_San_Nicola,41°5′5.05″N 16°50′24.26″E,41.08473611111111,16.840072222222222
/wiki/Olympique_de_Marseille,Ligue 1,/wiki/Stade_V%C3%A9lodrome,43°16′11″N 5°23′45″E,43.26972222222222,5.395833333333334
/wiki/Nagoya_Grampus_Eight,J1 League,/wiki/Paloma_Mizuho_Stadium,35°07′22″N 136°56′39″E,35.12277777777778,136.94416666666666
/wiki/Queens_Park_Rangers_F.C.,Championship,/wiki/Loftus_Road,51°30′33″N 0°13′56″W,51.509166666666665,-0.23222222222222222
/wiki/Aston_Villa_F.C.,Premier League,/wiki/Villa_Park,52°30′33″N 1°53′5″W,52.509166666666665,-1.8847222222222222
/wiki/AS_Cannes,National 3 Group D,/wiki/Stade_Pierre_de_Coubertin_(Cannes),43°33′11.00″N 6°57′52.59″E,43.55305555555555,6.9646083333333335
/wiki/Montpellier_HSC,Ligue 1,/wiki/Stade_de_la_Mosson,43°37′20″N 3°48′43″E,43.62222222222222,3.8119444444444444
/wiki/Olympique_Lyonnais,Ligue 1,/wiki/Parc_Olympique_Lyonnais,45°45′55″N 4°58′55″E,45.765277777777776,4.981944444444444
/wiki/IFK_G%C3%B6teborg,Allsvenskan,/wiki/Gamla_Ullevi,57°42′22″N 11°58′50″E,57.70611111111111,11.980555555555556
/wiki/IFK_Norrk%C3%B6ping,Allsvenskan,/wiki/Nya_Parken,58°35′3.5″N 16°10′23″E,58.58430555555556,16.173055555555557
/wiki/Malm%C3%B6_FF,Allsvenskan,"/wiki/Stadion,_Malm%C3%B6",55°35′01″N 12°59′16″E,55.58361111111111,12.987777777777778
/wiki/S.K._Brann,Eliteserien,/wiki/Brann_Stadion,60°22′0.9″N 5°21′26.9″E,60.36691666666667,5.3574722222222215
/wiki/Parma_Calcio_1913,Serie A,/wiki/Stadio_Ennio_Tardini,44°47′41.7″N 10°20′18.4″E,44.794916666666666,10.338444444444445
/wiki/%C3%96rebro_SK,Allsvenskan,/wiki/Behrn_Arena,59°15′58″N 15°13′23″E,59.26611111111111,15.223055555555556
/wiki/%C3%96sters_IF,Superettan,/wiki/Visma_Arena,56°52′47″N 14°46′35″E,56.87972222222222,14.77638888888889
/wiki/Y.R._K.V._Mechelen,Belgian First Division A,/wiki/AFAS-stadion_Achter_de_Kazerne,51°02′14″N 4°29′11″E,51.03722222222222,4.4863888888888885
/wiki/VfB_Admira_Wacker_M%C3%B6dling,Austrian Bundesliga,/wiki/Bundesstadion_S%C3%BCdstadt,48°05′51″N 16°18′39″E,48.097500000000004,16.310833333333335
/wiki/Foggia_Calcio,Serie C Group C,/wiki/Stadio_Pino_Zaccheria,41°27′16″N 15°32′33″E,41.45444444444445,15.5425
/wiki/U.S._Lecce,Serie B,/wiki/Stadio_Via_del_Mare,40°21′55″N 18°12′32″E,40.36527777777778,18.20888888888889
/wiki/Dundee_United_F.C.,Scottish Premiership,/wiki/Tannadice_Park,56°28′28.93″N 2°58′08.26″W,56.47470277777778,-2.968961111111111
/wiki/Heart_of_Midlothian_F.C.,Scottish Championship,/wiki/Tynecastle_Park,55°56′21″N 3°13′56″W,55.939166666666665,-3.2322222222222226
/wiki/Aberdeen_F.C.,Scottish Premiership,/wiki/Pittodrie_Stadium,57°09′33″N 2°05′20″W,57.159166666666664,-2.088888888888889
/wiki/Coventry_City_F.C.,Championship,/wiki/Coventry_Building_Society_Arena,52°26′53″N 1°29′44″W,52.448055555555555,-1.4955555555555555
/wiki/Middlesbrough_F.C.,Championship,/wiki/Riverside_Stadium,54°34′42″N 1°13′1″W,54.57833333333333,-1.2169444444444446
/wiki/Hibernian_F.C.,Scottish Premiership,/wiki/Easter_Road,55°57′42″N 3°9′56″W,55.961666666666666,-3.1655555555555557
/wiki/Partick_Thistle_F.C.,Scottish League One,/wiki/Firhill_Stadium,55°52′53.60″N 4°16′10.70″W,55.88155555555556,-4.269638888888889
/wiki/FC_Sion,Swiss Super League,/wiki/Stade_Tourbillon,46°14′00″N 7°22′35″E,46.233333333333334,7.376388888888888
/wiki/Grasshopper_Club_Z%C3%BCrich,Swiss Challenge League,/wiki/Letzigrund,47°22′58.06″N 8°30′15.71″E,47.38279444444444,8.50436388888889
/wiki/Stade_Rennais_FC,Ligue 1,/wiki/Roazhon_Park,48°6′27″N 1°42′46″W,48.1075,-1.7127777777777777
/wiki/Neuch%C3%A2tel_Xamax,Swiss Challenge League,/wiki/Stade_de_la_Maladi%C3%A8re,46°59′43″N 6°56′38″E,46.99527777777778,6.943888888888889
/wiki/Reading_F.C.,Championship,/wiki/Madejski_Stadium,51°25′20″N 0°58′58″W,51.42222222222222,-0.9827777777777778
/wiki/Naftex_Burgas,NA,/wiki/Lazur_Stadium,42°30′45″N 27°28′13″E,42.5125,27.470277777777778
/wiki/SK_Rapid_Wien,Austrian Bundesliga,/wiki/Allianz_Stadion,48°11′52″N 16°15′55″E,48.19777777777777,16.26527777777778
/wiki/PFC_CSKA_Sofia,efbet League,/wiki/Stadion_Balgarska_Armia,42°41′3.33″N 23°20′23.17″E,42.68425833333333,23.339769444444443
/wiki/Luton_Town_F.C.,Championship,/wiki/Kenilworth_Road,51°53′03″N 0°25′54″W,51.884166666666665,-0.4316666666666667
/wiki/PFC_Slavia_Sofia,First League,/wiki/Stadion_Slavia,42°40′31.30″N 23°16′19.30″E,42.67536111111111,23.272027777777776
/wiki/Sporting_Clube_de_Portugal,Primeira Liga,/wiki/Est%C3%A1dio_Jos%C3%A9_Alvalade,38°45′40.30″N 9°9′38.82″W,38.76119444444444,-9.160783333333333
/wiki/TSV_1860_Munich,3. Liga,/wiki/Gr%C3%BCnwalder_Stadion,48°06′39″N 11°34′28″E,48.11083333333333,11.574444444444444
/wiki/SV_Waldhof_Mannheim,3. Liga,/wiki/Carl-Benz-Stadion,49°28′46″N 8°30′09″E,49.47944444444445,8.5025
/wiki/Denizlispor,TFF First League,/wiki/Denizli_Atat%C3%BCrk_Stadium,37°45′57.63″N 29°04′56.76″E,37.76600833333333,29.082433333333334
/wiki/VfL_Bochum,2. Bundesliga,/wiki/Ruhrstadion,51°29′23.57″N 7°14′11.56″E,51.48988055555556,7.236544444444444
/wiki/PFC_Spartak_1918,North-East Third League,/wiki/Stadion_Spartak_(Varna),43°13′7″N 27°54′45″E,43.218611111111116,27.912499999999998
/wiki/RC_Strasbourg_Alsace,Ligue 1,/wiki/Stade_de_la_Meinau,48°33′36.23″N 7°45′17.89″E,48.560063888888884,7.754969444444445
/wiki/Paris_Saint-Germain,Ligue 1,/wiki/Parc_des_Princes,48°50′29″N 2°15′11″E,48.84138888888889,2.2530555555555556
/wiki/Villarreal_CF,La Liga,/wiki/Estadio_de_la_Cer%C3%A1mica,39°56′39″N 0°06′13″W,39.94416666666666,-0.10361111111111111
/wiki/Brescia_Calcio,Serie B,/wiki/Stadio_Mario_Rigamonti,45°34′14″N 10°14′13″E,45.57055555555556,10.236944444444443
/wiki/Cercle_Brugge_K.S.V.,Belgian First Division A,/wiki/Jan_Breydel_Stadium,51°11′35.78″N 3°10′50.10″E,51.19327222222222,3.1805833333333333
/wiki/En_Avant_de_Guingamp,Ligue 2,/wiki/Stade_de_Roudourou,48°33′59″N 3°09′53″W,48.56638888888889,-3.164722222222222
/wiki/UD_Salamanca,Unregistered,/wiki/Estadio_El_Helm%C3%A1ntico,40°59′43″N 5°39′54″W,40.99527777777778,-5.665
/wiki/FC_Rapid_Bucure%C8%99ti,Liga I,/wiki/Stadionul_Buftea,44°32′53″N 25°58′52″E,44.54805555555556,25.981111111111108
/wiki/CD_Tenerife,Segunda División,/wiki/Estadio_Heliodoro_Rodr%C3%ADguez_L%C3%B3pez,28°27′47″N 16°15′38″W,28.463055555555556,-16.260555555555555
/wiki/Deportivo_de_La_Coru%C3%B1a,Primera División RFEF,/wiki/Estadio_Riazor,43°22′07″N 8°25′03″W,43.368611111111115,-8.417499999999999
/wiki/SK_Slavia_Prague,Czech First League,/wiki/Sinobo_Stadium,50°04′03″N 14°28′18″E,50.0675,14.471666666666668
/wiki/FK_Drnovice,NA,NA,NA,NA,NA
/wiki/SK_Sigma_Olomouc,Czech First League,/wiki/Andr%C5%AFv_stadion,49°36′00″N 17°14′54″E,49.6,17.248333333333335
/wiki/FC_Slovan_Liberec,Czech First League,/wiki/Stadion_u_Nisy,50°46′34.37″N 15°02′59.90″E,50.77621388888889,15.049972222222221
/wiki/Karlsruher_SC,2. Bundesliga,/wiki/Wildparkstadion,49°1′12″N 8°24′47″E,49.019999999999996,8.413055555555555
/wiki/Be%C5%9Fikta%C5%9F_J.K.,Süper Lig,/wiki/Vodafone_Park,41°02′21.14″N 28°59′41.07″E,41.039205555555554,28.994741666666666
/wiki/F.C._Hansa_Rostock,3. Liga,/wiki/Ostseestadion,54°5′5.82″N 12°5′42.68″E,54.08495,12.09518888888889
/wiki/Udinese_Calcio,Serie A,/wiki/Stadio_Friuli,46°04′54″N 13°12′00″E,46.08166666666667,13.2
/wiki/SC_Freiburg,Bundesliga,/wiki/Schwarzwald-Stadion,47°59′20″N 7°53′35″E,47.98888888888889,7.893055555555555
/wiki/New_York_Red_Bulls,Major League Soccer,/wiki/Red_Bull_Arena_(New_Jersey),40°44′12″N 74°9′1″W,40.736666666666665,-74.15027777777779
/wiki/FC_Alania_Vladikavkaz,N/A,/wiki/Republican_Spartak_Stadium,43°1′23″N 44°41′42″E,43.02305555555555,44.69499999999999
/wiki/Real_Oviedo,Segunda División,/wiki/Estadio_Carlos_Tartiere,43°21′39″N 5°52′13″W,43.36083333333333,-5.870277777777778
/wiki/FC_Tirol_Innsbruck,Austrian Bundesliga,/wiki/Tivoli-Neu,47°15′21″N 11°24′39″E,47.255833333333335,11.410833333333334
/wiki/Free_agent_(football),NA,NA,NA,NA,NA
/wiki/A.C._Reggiana,Serie C,/wiki/Mapei_Stadium_%E2%80%93_Citt%C3%A0_del_Tricolore,44°42′53″N 10°38′59″E,44.71472222222223,10.649722222222222
/wiki/FC_Lokomotiv_Moscow,Russian Premier League,/wiki/RZD_Arena,55°48′13″N 37°44′28″E,55.80361111111111,37.74111111111111
/wiki/H%C3%A9rcules_CF,2ª B – Group 3,/wiki/Estadio_Jos%C3%A9_Rico_P%C3%A9rez,38°21′26″N 0°29′33″W,38.35722222222223,-0.4925
/wiki/Gamba_Osaka,J1 League,/wiki/Panasonic_Stadium_Suita,34°48′09″N 135°32′18″E,34.802499999999995,135.53833333333333
/wiki/NK_Osijek,Prva HNL,/wiki/Stadion_Gradski_vrt,45°32′42″N 18°41′45″E,45.544999999999995,18.695833333333333
/wiki/Padova_Calcio,Serie C Group B,/wiki/Stadio_Euganeo,45°25′56″N 11°51′30″E,45.43222222222222,11.858333333333333
/wiki/Fenerbah%C3%A7e_S.K._(football),Süper Lig,/wiki/%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu_Stadium,40°59′15.7″N 29°02′13.3″E,40.98769444444444,29.03702777777778
/wiki/Fortuna_K%C3%B6ln,Regionalliga West,/wiki/S%C3%BCdstadion,50°55′03″N 6°56′37″E,50.9175,6.943611111111111
/wiki/Boavista_F.C.,Primeira Liga,/wiki/Est%C3%A1dio_do_Bessa,41°09′44″N 8°38′34″W,41.16222222222222,-8.642777777777777
/wiki/Vit%C3%B3ria_S.C.,Primeira Liga,/wiki/Est%C3%A1dio_D._Afonso_Henriques,41°26′45″N 8°18′04″W,41.44583333333333,-8.301111111111112
/wiki/U.D._Leiria,Campeonato de Portugal,/wiki/Est%C3%A1dio_Dr._Magalh%C3%A3es_Pessoa,39°44′55″N 8°48′47″W,39.74861111111111,-8.813055555555556
/wiki/C.F._Os_Belenenses,Lisbon FA 1ª Divisão,/wiki/Est%C3%A1dio_do_Restelo,38°42′10″N 9°12′28″W,38.70277777777778,-9.207777777777777
/wiki/S.C._Braga,Primeira Liga,/wiki/Est%C3%A1dio_Municipal_de_Braga,41°33′45.1″N 8°25′47.6″W,41.562527777777774,-8.429888888888888
/wiki/Ankarag%C3%BCc%C3%BC,Süper Lig,/wiki/Eryaman_Stadium,39°58′48.5″N 32°36′49.9″E,39.98013888888889,32.61386111111111
/wiki/Karab%C3%BCkspor,TFF Second League,/wiki/Dr._Necmettin_%C5%9Eeyho%C4%9Flu_Stadium,41°12′16″N 32°37′12″E,41.20444444444445,32.62
/wiki/Galatasaray_S.K._(football),Süper Lig,/wiki/T%C3%BCrk_Telekom_Stadium,41°6′10″N 28°59′26″E,41.10277777777778,28.990555555555556
/wiki/Kocaelispor,TFF Second League,/wiki/%C4%B0zmit_Stadium,40°46′30″N 30°1′3″E,40.775,30.0175
/wiki/Gen%C3%A7lerbirli%C4%9Fi,Süper Lig,/wiki/Eryaman_Stadium,39°58′48.5″N 32°36′49.9″E,39.98013888888889,32.61386111111111
/wiki/Altay_SK,TFF First League,/wiki/Bornova_Stadium,38°26′49″N 27°15′44″E,38.44694444444444,27.26222222222222
/wiki/Sunderland_A.F.C.,League One,/wiki/Stadium_of_Light,54°54′52″N 1°23′18″W,54.91444444444444,-1.3883333333333332
/wiki/TSV_1860_M%C3%BCnchen,3. Liga,/wiki/Gr%C3%BCnwalder_Stadion,48°06′39″N 11°34′28″E,48.11083333333333,11.574444444444444
/wiki/MetroStars,Major League Soccer,/wiki/Red_Bull_Arena_(New_Jersey),40°44′12″N 74°9′1″W,40.736666666666665,-74.15027777777779
/wiki/Parma_F.C.,Serie A,/wiki/Stadio_Ennio_Tardini,44°47′41.7″N 10°20′18.4″E,44.794916666666666,10.338444444444445
/wiki/Free_agent,NA,NA,NA,NA,NA
/wiki/VfL_Wolfsburg,Bundesliga,/wiki/Volkswagen_Arena,52°25′57.5″N 10°48′14″E,52.43263888888889,10.80388888888889
/wiki/Deportivo_Alav%C3%A9s,La Liga,/wiki/Mendizorrotza_Stadium,42°50′13.60″N 2°41′16.96″W,42.83711111111111,-2.688044444444445
/wiki/R.E._Mouscron,NA,/wiki/Stade_Le_Canonnier,50°44′02″N 3°12′40″E,50.73388888888889,3.2111111111111112
/wiki/Willem_II_(football_club),Eredivisie,/wiki/Koning_Willem_II_Stadion,51°32′34″N 5°04′01″E,51.54277777777778,5.066944444444444
/wiki/S.S.D._Parma_Calcio_1913,Serie A,/wiki/Stadio_Ennio_Tardini,44°47′41.7″N 10°20′18.4″E,44.794916666666666,10.338444444444445
/wiki/Arminia_Bielefeld,Bundesliga,/wiki/Bielefelder_Alm,52°01′55″N 8°31′00″E,52.03194444444444,8.516666666666667
/wiki/K.R.C._Genk,Belgian First Division A,/wiki/Luminus_Arena,51°00′18″N 5°32′00″E,51.005,5.533333333333333
/wiki/Helsingborgs_IF,Superettan,/wiki/Olympia_(Helsingborg),56°02′58″N 12°42′25″E,56.04944444444444,12.706944444444444
/wiki/AIK_Fotboll,Allsvenskan,/wiki/Friends_Arena,59°22′21″N 18°00′00″E,59.3725,18
/wiki/Racing_de_Santander,2ª B – Group 2,/wiki/Campos_de_Sport_de_El_Sardinero,43°28′35″N 3°47′36″W,43.47638888888889,-3.793333333333333
/wiki/A.S._Bari,Serie C Group C,/wiki/Stadio_San_Nicola,41°5′5.05″N 16°50′24.26″E,41.08473611111111,16.840072222222222
/wiki/%C3%96rgryte_IS,Superettan,/wiki/Gamla_Ullevi,57°42′22″N 11°58′50″E,57.70611111111111,11.980555555555556
/wiki/Gaziantepspor,NA,NA,NA,NA,NA
/wiki/Leicester_City_F.C.,Premier League,/wiki/King_Power_Stadium,52°37′13″N 1°8′32″W,52.62027777777778,-1.1422222222222222
/wiki/FK_Obili%C4%87,none,/wiki/Obili%C4%87_Stadium,44°47′29.71″N 20°29′40.72″E,44.79158611111111,20.494644444444447
/wiki/Celta_de_Vigo,La Liga,/wiki/Bala%C3%ADdos,42°12′43″N 8°44′23″W,42.21194444444445,-8.739722222222222
/wiki/UD_Las_Palmas,Segunda División,/wiki/Estadio_Gran_Canaria,28°06′01.3″N 15°27′24.1″W,28.100361111111113,-15.456694444444445
/wiki/RKC_Waalwijk,Eredivisie,/wiki/Mandemakers_Stadion,51°41′13″N 5°05′19″E,51.68694444444444,5.088611111111111
/wiki/RCD_Mallorca,Segunda División,/wiki/Visit_Mallorca_Stadium,39°35′24″N 2°37′48″E,39.59,2.63
/wiki/Rosenborg_BK,Eliteserien,/wiki/Lerkendal_Stadion,63°24′44″N 10°24′16″E,63.41222222222222,10.404444444444445
/wiki/Wimbledon_F.C.,NA,/wiki/Plough_Lane_(1912%E2%80%9398),51°25′42.5″N 0°11′22.8″W,51.42847222222222,-0.18966666666666665
/wiki/V%C3%A5lerenga_I.F._Fotball,Eliteserien,/wiki/Intility_Arena,59°55′4″N 10°48′25″E,59.91777777777777,10.806944444444445
/wiki/Molde_FK,Eliteserien,/wiki/Aker_Stadion,62°44′0.0″N 7°8′52.1″E,62.733333333333334,7.147805555555556
/wiki/NK_Maribor,Slovenian PrvaLiga,/wiki/Ljudski_vrt,46°33′44″N 15°38′25″E,46.56222222222222,15.640277777777778
/wiki/LASK_Linz,Austrian Bundesliga,/wiki/Waldstadion_(Austria),48°14′10.5″N 14°13′41.5″E,48.23625,14.228194444444444
/wiki/SK_Sturm_Graz,Austrian Bundesliga,/wiki/Liebenauer_Stadium,47°02′46″N 15°27′16″E,47.04611111111111,15.454444444444444
/wiki/FC_Wacker_Tirol,2. Liga,/wiki/Tivoli-Neu,47°15′21″N 11°24′39″E,47.255833333333335,11.410833333333334
/wiki/CS_Sedan_Ardennes,National 2 Group B,/wiki/Stade_Louis_Dugauguez,49°41′39″N 4°56′20″E,49.69416666666666,4.938888888888889
/wiki/Grazer_AK,Austrian Second League,/wiki/Liebenauer_Stadium,47°02′46″N 15°27′16″E,47.04611111111111,15.454444444444444
/wiki/NK_Gorica,Slovenian PrvaLiga,/wiki/Nova_Gorica_Sports_Park,45°57′21″N 13°38′29″E,45.95583333333334,13.641388888888889
/wiki/NK_Mura,NA,/wiki/Fazanerija_City_Stadium,46°40′6″N 16°9′27″E,46.66833333333333,16.1575
/wiki/Akademisk_Boldklub,Danish 2nd Division Group 2,/wiki/Gladsaxe_Stadium,55°43′58″N 12°29′48″E,55.73277777777778,12.496666666666666
/wiki/Fulham_F.C.,Premier League,/wiki/Craven_Cottage,51°28′30″N 0°13′18″W,51.475,-0.22166666666666668
/wiki/Kansas_City_Wizards,Major League Soccer,/wiki/Children%27s_Mercy_Park,39°07′17″N 94°49′16″W,39.12138888888889,-94.82111111111111
/wiki/Vitesse_Arnhem,Eredivisie,/wiki/GelreDome,51°57′46.38″N 5°53′34.13″E,51.96288333333334,5.892813888888888
/wiki/Bolton_Wanderers_F.C.,League Two,/wiki/University_of_Bolton_Stadium,53°34′50″N 2°32′8″W,53.580555555555556,-2.5355555555555553
/wiki/FC_Zenit_Saint_Petersburg,Russian Premier League,/wiki/Krestovsky_Stadium,59°58′23″N 30°13′14″E,59.973055555555554,30.220555555555553
/wiki/Portsmouth_F.C.,League One,/wiki/Fratton_Park,50°47′47″N 1°3′50″W,50.796388888888885,-1.0638888888888889
/wiki/FC_Krylya_Sovetov_Samara,Russian Football National League,/wiki/Solidarnost_Arena,53°16′40″N 50°14′14″E,53.27777777777778,50.23722222222222
/wiki/FC_Rubin_Kazan,Russian Premier League,/wiki/Ak_Bars_Arena,55°49′16″N 49°09′39″E,55.821111111111115,49.16083333333333
/wiki/NK_Vara%C5%BEdin_(1931%E2%80%932015),NA,/wiki/Stadion_Varteks,46°17′36″N 16°20′39″E,46.29333333333333,16.344166666666666
/wiki/A.C._Ancona,NA,/wiki/Stadio_del_Conero,43°33′50″N 13°31′34″E,43.56388888888888,13.526111111111112
/wiki/Maccabi_Haifa_F.C.,Israeli Premier League,/wiki/Sammy_Ofer_Stadium,32°46′59.2″N 34°57′54.6″E,32.78311111111111,34.96516666666667
/wiki/FK_Austria_Wien,Austrian Bundesliga,/wiki/Franz_Horr_Stadium,48°9′44.30″N 16°23′12.17″E,48.162305555555555,16.386713888888888
/wiki/Birmingham_City_F.C.,Championship,/wiki/St_Andrew%27s_(stadium),52°28′32.53″N 1°52′05.48″W,52.47570277777778,-1.868188888888889
/wiki/West_Bromwich_Albion_F.C.,Premier League,/wiki/The_Hawthorns,52°30′33″N 1°57′50″W,52.509166666666665,-1.9638888888888888
/wiki/FC_Basel,Swiss Super League,/wiki/St._Jakob-Park,47°32′29.67″N 7°37′12.65″E,47.541574999999995,7.620180555555556
/wiki/Stade_Rennais_F.C.,Ligue 1,/wiki/Roazhon_Park,48°6′27″N 1°42′46″W,48.1075,-1.7127777777777777
/wiki/BSC_Young_Boys,Swiss Super League,/wiki/Stadion_Wankdorf,46°57′47.40″N 7°27′53.40″E,46.963166666666666,7.464833333333334
/wiki/FC_Z%C3%BCrich,Super League,/wiki/Letzigrund,47°22′58.06″N 8°30′15.71″E,47.38279444444444,8.50436388888889
/wiki/FC_St._Gallen,Swiss Super League,/wiki/Kybunpark,47°24′30″N 9°18′23″E,47.40833333333333,9.30638888888889
