url_player,pob,pob_coord,pob_lat,pob_lng,cob_alpha3,cob,cob_uk
/wiki/Sergei_Kiriakov,/wiki/Oryol,52°58′07″N 36°04′10″E,52.96666666666667,36.06666666666667,RUS,Russia,NA
/wiki/Volodymyr_Lyutyi,/wiki/Dnipropetrovsk,48°27′N 35°02′E,48.45,35.03333333333333,UKR,Ukraine,NA
/wiki/Igor_Kolyvanov,/wiki/Moscow,55°45′21″N 37°37′2″E,55.75,37.61666666666667,RUS,Russia,NA
"/wiki/Dmitri_Kuznetsov_(footballer,_born_1965)",/wiki/Soviet_Union,55°45′N 37°37′E,55.75,37.61666666666667,RUS,Russia,NA
/wiki/Igor_Korneev,/wiki/Soviet_Union,55°45′N 37°37′E,55.75,37.61666666666667,RUS,Russia,NA
/wiki/Viktor_Onopko,/wiki/Luhansk,48°34′0″N 39°20′0″E,48.56666666666667,39.333333333333336,UKR,Ukraine,NA
/wiki/Igor_Lediakhov,/wiki/Sochi,43°35′07″N 39°43′13″E,43.583333333333336,39.71666666666667,RUS,Russia,NA
/wiki/Andrei_Yevgenyevich_Ivanov,/wiki/Soviet_Union,55°45′N 37°37′E,55.75,37.61666666666667,RUS,Russia,NA
/wiki/Stefan_Reuter,/wiki/Dinkelsb%C3%BChl,49°4′15″N 10°19′10″E,49.06666666666667,10.316666666666666,DEU,Germany,NA
/wiki/Manfred_Binz,/wiki/Frankfurt,50°7′N 8°41′E,50.11666666666667,8.683333333333334,DEU,Germany,NA
/wiki/Andreas_M%C3%B6ller,/wiki/Frankfurt,50°7′N 8°41′E,50.11666666666667,8.683333333333334,DEU,Germany,NA
/wiki/Thomas_H%C3%A4%C3%9Fler,/wiki/West_Berlin,52°32′00″N 13°10′00″E,52.53333333333333,13.166666666666666,DEU,Germany,NA
/wiki/Thomas_Doll,/wiki/Malchin,53°44′N 12°47′E,53.733333333333334,12.783333333333333,DEU,Germany,NA
/wiki/Karl-Heinz_Riedle,/wiki/Weiler_im_Allg%C3%A4u,47°35′N 9°56′E,47.583333333333336,9.933333333333334,DEU,Germany,NA
/wiki/Andreas_K%C3%B6pke,/wiki/Kiel,54°19′24″N 10°08′22″E,54.31666666666667,10.133333333333333,DEU,Germany,NA
/wiki/Andreas_Thom,/wiki/R%C3%BCdersdorf_bei_Berlin,52°28′18″N 13°47′04″E,52.46666666666667,13.783333333333333,DEU,Germany,NA
/wiki/Thomas_Helmer,/wiki/Herford,52°8′0″N 8°41′0″E,52.13333333333333,8.683333333333334,DEU,Germany,NA
/wiki/Michael_Frontzeck,/wiki/M%C3%B6nchengladbach,51°12′0″N 06°26′0″E,51.2,6.433333333333334,DEU,Germany,NA
/wiki/Matthias_Sammer,/wiki/Dresden,51°03′00″N 13°44′24″E,51.05,13.733333333333333,DEU,Germany,NA
/wiki/Stefan_Effenberg,/wiki/Hamburg,53°33′55″N 10°00′05″E,53.55,10,DEU,Germany,NA
/wiki/Michael_Schulz,/wiki/Witten,51°26′0″N 7°20′0″E,51.43333333333333,7.333333333333333,DEU,Germany,NA
/wiki/Christian_W%C3%B6rns,/wiki/Mannheim,49°29′16″N 08°27′58″E,49.483333333333334,8.45,DEU,Germany,NA
/wiki/Danny_Blind,/wiki/Oost-Souburg,51°27′49″N 3°36′3″E,51.45,3.6,NLD,Netherlands,NA
/wiki/Dennis_Bergkamp,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Stanley_Menzo,/wiki/Paramaribo,5°51′8″N 55°12′14″W,5.85,-55.2,SUR,Suriname,NA
/wiki/Rob_Witschge,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Peter_Bosz,/wiki/Apeldoorn,52°13′N 5°58′E,52.21666666666667,5.966666666666667,NLD,Netherlands,NA
/wiki/Frank_de_Boer,/wiki/Hoorn,52°39′N 5°4′E,52.65,5.066666666666666,NLD,Netherlands,NA
/wiki/Wim_Jonk,/wiki/Volendam,52°29′58″N 5°04′03″E,52.483333333333334,5.066666666666666,NLD,Netherlands,NA
/wiki/Eric_Viscaal,/wiki/Eindhoven,51°26′N 5°29′E,51.43333333333333,5.483333333333333,NLD,Netherlands,NA
/wiki/Bryan_Roy,/wiki/Amsterdam,52°22′N 4°54′E,52.36666666666667,4.9,NLD,Netherlands,NA
/wiki/Andy_Goram,"/wiki/Bury,_Greater_Manchester",53°35′35″N 2°17′53″W,53.583333333333336,-2.283333333333333,GBR,United Kingdom,England
/wiki/Richard_Gough,/wiki/Stockholm,59°19′46″N 18°4′7″E,59.31666666666667,18.066666666666666,SWE,Sweden,NA
/wiki/Paul_McStay,"/wiki/Hamilton,_South_Lanarkshire",55°46′37″N 4°02′20″W,55.766666666666666,-4.033333333333333,GBR,United Kingdom,Scotland
/wiki/Maurice_Malpas,/wiki/Dunfermline,56°04′19″N 3°26′21″W,56.06666666666667,-3.4333333333333336,GBR,United Kingdom,Scotland
/wiki/Ally_McCoist,/wiki/Bellshill,55°48′58″N 4°01′34″W,55.8,-4.016666666666667,GBR,United Kingdom,Scotland
/wiki/Brian_McClair,/wiki/Bellshill,55°48′58″N 4°01′34″W,55.8,-4.016666666666667,GBR,United Kingdom,Scotland
/wiki/Gordon_Durie,"/wiki/Paisley,_Renfrewshire",55°50′48″N 4°25′25″W,55.833333333333336,-4.416666666666667,GBR,United Kingdom,Scotland
/wiki/Dave_McPherson_(footballer),"/wiki/Paisley,_Renfrewshire",55°50′48″N 4°25′25″W,55.833333333333336,-4.416666666666667,GBR,United Kingdom,Scotland
/wiki/Stewart_McKimmie,/wiki/Aberdeen,57°09′N 2°07′W,57.15,-2.1166666666666667,GBR,United Kingdom,Scotland
/wiki/Stuart_McCall,/wiki/Leeds,53°47′59″N 1°32′57″W,53.78333333333333,-1.5333333333333332,GBR,United Kingdom,England
/wiki/Gary_McAllister,/wiki/Motherwell,55°47′02″N 3°59′07″W,55.78333333333333,-3.9833333333333334,GBR,United Kingdom,Scotland
/wiki/Henry_Smith_(goalkeeper),/wiki/Lanark,55°40′30″N 3°46′37″W,55.666666666666664,-3.7666666666666666,GBR,United Kingdom,Scotland
/wiki/Pat_Nevin,/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
/wiki/Kevin_Gallacher,/wiki/Clydebank,55°53′59″N 4°24′02″W,55.88333333333333,-4.4,GBR,United Kingdom,Scotland
/wiki/Tom_Boyd_(Scottish_footballer),/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
/wiki/Jim_McInally,/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
/wiki/Derek_Whyte,/wiki/Glasgow,55°51′39″N 4°15′05″W,55.85,-4.25,GBR,United Kingdom,Scotland
"/wiki/David_Bowman_(footballer,_born_1964)",/wiki/Royal_Tunbridge_Wells,51°07′55″N 0°15′47″E,51.11666666666667,0.25,GBR,United Kingdom,England
/wiki/Alan_McLaren,/wiki/Edinburgh,55°57′11″N 3°11′20″W,55.95,-3.183333333333333,GBR,United Kingdom,Scotland
/wiki/Duncan_Ferguson_(footballer),/wiki/Stirling,56°07′00″N 3°56′13″W,56.11666666666667,-3.9333333333333336,GBR,United Kingdom,Scotland
/wiki/David_Seaman,/wiki/Rotherham,53°25′48″N 1°21′25″W,53.416666666666664,-1.35,GBR,United Kingdom,England
/wiki/Gary_Neville,"/wiki/Bury,_Greater_Manchester",53°35′35″N 2°17′53″W,53.583333333333336,-2.283333333333333,GBR,United Kingdom,England
/wiki/Paul_Ince,/wiki/Ilford,51°33′27″N 00°05′09″E,51.55,0.08333333333333333,GBR,United Kingdom,England
/wiki/Gareth_Southgate,/wiki/Watford,51°39′18″N 0°23′44.5″W,51.65,-0.38333333333333336,GBR,United Kingdom,England
/wiki/Paul_Gascoigne,/wiki/Gateshead,54°57′N 1°36′W,54.95,-1.6,GBR,United Kingdom,England
/wiki/Teddy_Sheringham,/wiki/Highams_Park,51°36′21″N 0°00′54″W,51.6,-0,GBR,United Kingdom,England
/wiki/Darren_Anderton,/wiki/Southampton,50°54′N 1°24′W,50.9,-1.4,GBR,United Kingdom,England
